index,ngram,sentence,replace,error,replacement
0,2,"However, few reports have examined the association between body pain and fall in middle-aged and older Chinese adults.","('the', 'association')",verb_form_change_insert_determiner,['the']
488,2,"Compared with the model group, hirudin apparently decreased the levels of myocardial Creatine Kinase Isoenzyme-MB (CK-MB), lactate dehydrogenase (LDH), and alleviated myocardial histopathological changes induced by ISO injection.","('levels', 'of')",punctuation_braces,['levels']
380,2,The follow-up period was 3 years in case 1 and 14 years in case 2.,"('1', 'and')",insert_determiner,['and']
571,2,Surgical specimens of aortic tissues were obtained from 37 patients who underwent an open thoracic aortic repair.,"('patients', 'who')",insert_determiner,['patients']
754,2,This study aimed to evaluate the antibacterial and antibiotic-enhancing effects of the essential oil obtained from Ocimum gratissimum L.,"('aimed', 'to')",dictionary_replacement_word_order_change,['aimed']
587,2,"The aim of this study was to analyze the surgical management of ED, focusing on the debated topics regarding preoperative evaluation, operative technique, post-operative outcome and follow-up.","('on', 'the')",verb_form_change_order_change,['the']
67,2,"METHODS: Through a reflection on research developments, in Europe and in Italy, we outline how the knowledge obtained has been translated into policies, which have encouraged the implementation at international and national level of consolidated practices for the management of psychosocial risks.","('and', 'in')",random,['and']
169,2,"In hip preservation surgery, much attention has been given to defining early clinically meaningful outcome; however, it is unknown what represents meaningful patient-reported outcome improvement in the medium to long term.","('has', 'been')",verb_form_change_insert_determiner,['been']
715,2,These stakeholders interacted sequentially to provide technology-based content to end users.,"('to', 'provide')",split_words,['to']
922,2,"The mean follow-up period in Group 1 was 14.6 (range, 8-22) months and 13.5 months in Group 2 (range, 8-21 months).The mean Lysholm scores of Group 1 and 2 were 95.1 (range, 83-100) and 87.1 (range, 78-100), respectively.","('1', 'and')",dictionary_replacement_word_order_change,['and']
516,2,"Stakeholder characteristics such as attitude toward the initiative, potential contribution, desire for involvement, and the existing collaboration network, provided complementary information that was helpful for planning the process and stakeholder engagement.","('such', 'as')",duplication,['as']
324,2,"Spasmolytic polypeptide-expressing metaplasia (SPEM) and pyloric gland adenoma (PGA) in the stomach are metaplastic and neoplastic lesions, respectively, in which gastric body glands are replaced by pyloric glands.","('in', 'the')",dictionary_replacement_verb_form_change,['in']
724,2,"Moreover, the number of eyes free of medications was increased from 4 (21.1%) preoperatively to 15 (78.9%) eyes postoperatively.","('number', 'of')",insert_determiner,['number']
421,2,"Here, we identify risk factors for pediatric typhoid fever in a large epidemic in Blantyre, Malawi.","('Here,', 'we')",insert_determiner,"['Here,']"
519,2,"Although additional human trials are needed, TRF might reset and synchronize metabolic ""clocks"" found throughout the body that are disturbed with obesity, shift work, and frequent eating.","('that', 'are')",split_words,['are']
792,2,This study aimed to investigate the diagnostic value of combined assay of islet antigen-specific T cells and Abs in type 1 diabetes mellitus patients.,"('This', 'study')",dictionary_replacement_word_order_change,['This']
611,2,"DISCUSSION: Performing CRPP for a SCHF at a CH compared with a TCH results in a 44% decrease in direct cost, driven largely by surgical, anesthesia, and radiology-related savings.","('with', 'a')",verb_form_change_order_change,['with']
565,2,CBA may be a reasonable initial procedure for HD patients suffering from symptomatic PAF.,"('may', 'be')",punctuations,['be']
906,2,Safe deployment of TGFbeta antagonists in the clinic will require good predictive biomarkers.,"('in', 'the')",dictionary_replacement_verb_form_change,['in']
367,2,"This study jointly investigated the concurrent and lagged effects of spring greening on carbon gain (gross primary productivity, GPP) and water loss (evapotranspiration, ET) in the summer-active ecosystems at mid and high latitudes of NH using remote sensing and multimodel ensemble data during 1982-2013.","('investigated', 'the')",random,['the']
525,2,"RESULTS: The most frequently used series was the eight-image Eklund ID technique 64% and 59% (submuscular) and 68% and 58% (subglandular) for BSA and diagnostic services, respectively.","('RESULTS:', 'The')",verb_form_change_insert_determiner,['RESULTS:']
455,2,The antitumor effect of ARCSP was explored in vivo by establishing a transplant tumor model in nude mice.,"('in', 'vivo')",dictionary_replacement_word_order_change,['in']
533,2,"The aim of the study was to potentiate the antibacterial activity of berberine, in a combination treatment with thymol in the opportunistic pathogen Staphylococcus aureus and understand the antibacterial mechanism of the combination treatment.","('of', 'the')",punctuation_braces,['the']
982,2,Vaginal delivery was the risk factor for FI in females with labor history.,"('the', 'risk')",duplication,['risk']
962,2,"Furthermore, we evaluated the expression of CDK7 in clinical samples from breast cancer patients.","('the', 'expression')",dictionary_replacement_word_order_change,['the']
359,2,"Although the incidence of prostate, uterine and central nervous system cancers differed between the MS and matched cohorts, mortality rates did not.","('incidence', 'of')",random,['of']
936,2,Verifying the usefulness of connectome-based models for predicting neurocognitive abilities has significant translational implications on clinical and aging research.,"('clinical', 'and')",random,['and']
863,2,"CONCLUSIONS: The HIIT plus strengthening and stretching exercises and MICT plus strengthening and stretching exercises interventions showed significant improvements for the effect of fibromyalgia, pain degree, functional capacity, and quality of life compared with the control group.","('for', 'the')",verb_form_change_order_change,['the']
607,2,This study has also contributed a model to medical practice to help practitioners become more confident in making final decisions in diagnosing illness.,"('This', 'study')",remove_verbs,['This']
683,2,CONCLUSIONS: This study provides that patients can benefit from discharge training and protective cover and that health care professionals become aware of the cover for future use.,"('of', 'the')",random,['the']
227,2,"Average MRCI for all readmissions was 7.09 for psychotropic medications, 5.90 for other prescription medications, 2.98 for over the counter, and 16.00 for total medications.","('for', 'all')",duplication,['for']
123,2,"India contributes significantly to the global communicable disease burden has been declared highly dengue-endemic, exposing public health authorities to severe challenges.","('to', 'the')",remove_verbs,['to']
782,2,Purpose: To evaluate proximal femoral symmetry of acetabular and femoral offset and femoral neck anteversion pre- and postoperatively in hip arthroplasty by semi-automated 3D-CT and to validate the software measurements by inter- and intraobserver agreement calculations.,"('and', 'to')",split_words,['to']
326,2,"Results indicated that the liver and skeletal muscle had a limited ability to oxidize glucose and palmitate to CO2 for ATP production in the presence of individual or a mixture of substrates due to low activities of carnitine palmitoyltransferase-I, hexokinase and pyruvate dehydrogenase.","('presence', 'of')",insert_determiner,['presence']
