index,ngram,sentences,replace,error,replacement
1005,1,"METHODS: Two panels of specimens were utilized to challenge both antibody tests: (1) a set of 150 prepandemic negative specimens collected in 2014, and (2) a set of 122 specimens from 87 hospitalized COVID-19 patients in the US and UK that were confirmed with a positive SARS-CoV-2 RNA test result.",['confirmed'],punctuations,['confirmed?']
1777,1,The aim of this study was to test our hypothesis that EDS can be estimated with neural network analysis of previous night polysomnographic signals.,['network'],punctuations,['network:']
1862,1,Depression after Subarachnoid Hemorrhage: A Systematic Review.,['after'],insert_determiner,"['in', 'after']"
428,1,"RESULTS: CAC was higher in the H-TG/HDL group than L-TG/HDL group (29.15 [0.0-95.68] vs 0.0 [0.0-53.97] AU, P < .01) and CAC > 0 was more prevalent in the H-TG/HDL group than L-TG/HDL group (64.5% vs 45%, P < .001).",['vs'],insert_determiner,"['were', 'vs']"
149,1,The histopathologic features of LTB-related ulcerative lesions included fewer granulomas and more areas with caseous necrosis.,['with'],insert_determiner,"['a', 'with']"
1644,1,Inflammation and autonomic dysfunction are common findings in chronic and end-stage kidney disease and contribute to a markedly increased risk of mortality in this patient population.,['are'],insert_determiner_verb_form_change,"['to', 'is']"
1802,1,"For this, adult female mosquitoes were separated into three groups-unmanipulated, injured, or infected with Escherichia coli-and five days later all the mosquitoes were infected with a different strain of E. coli.",['adult'],verb_form_change_insert_determiner,"['a', 'adult']"
1359,1,"Besides, the dynamic imaging indexes of patients with lumbar instability significantly changed after treatment.",['after'],punctuation_braces,['after[']
1259,1,The patient had elevated LES pressure and week peristalsis of the esophageal body consistent with achalasia.,['and'],punctuation_braces,['and ] ']
1641,1,"A telephone survey of 500 dairy farmers in New Zealand was conducted during April and May 2018, with questions asked about milking practices and technology use.",['with'],verb_form_change_insert_determiner,"['if', 'with']"
365,1,Effect of Nardostachys jatamansi DC.,['of'],insert_determiner,"['or', 'of']"
1026,1,P38MAPK/JNK signaling pathway was regulated by miR-1283/GADD45A axis.,['by'],punctuations,"['by ,']"
303,1,"In multivariable Cox analysis, including all clinical parameters plus KLK12 mRNA, the latter - together with age - remained an independent unfavorable predictive marker for DFS (HR = 2.33, 95% CI = 1.28-4.24, p = 0.006) and showed a trend towards significance in case of OS (HR = 1.80, 95% CI = 0.96-3.38, p = 0.066).",['case'],verb_form_change_insert_determiner,"['or', 'cased']"
1218,1,"Although failure to diagnose true anaphylaxis can have disastrous consequences, identification of US-IA is crucial to limit unnecessary expenses and use of health care resources.",['use'],spelling_errors,['use']
1407,1,"Noninteracting particles exhibiting Brownian motion have been observed in many occasions of sciences, such as molecules suspended in liquids, optically trapped microbeads, and spin textures in magnetic materials.",['been'],split_words,['been']
1885,1,"Health system resource use among populations with complex social and behavioral needs in an urban, safety-net health system.",['among'],insert_determiner,"['it', 'among']"
742,1,Cervicothoracic Mechanical Impairment as Part of Complete Neurological Fall Risk Appraisal.,['as'],spelling_errors,['as']
1798,1,"Suitable accommodation was purchased in 1925, on Goldsmith Street, but required much building extension and alteration.",['was'],insert_determiner_verb_form_change,"['of', 'were']"
1983,1,Conclusions: Phentermine is the cost-effective pharmacologic weight-loss strategy.,['the'],duplication,['the the']
1799,1,"MATERIALS AND METHODS: We studied the immunohistochemical expression of MLH1, MSH2, MSH6, and PMS2 on tissue microarrays containing formalin-fixed, paraffin-embedded samples of 128 patients with UTUC.",['patients'],remove_words,[]
1271,1,We surveyed 265 patient with newly diagnosed advanced cancer with < 2-year life expectancy at baseline and 6 months.,['advanced'],insert_determiner_verb_form_change,"['if', 'advances']"
553,1,"Improving HIV care retention requires tools that can accurately identify people struggling to stay engaged in HIV care, especially racial/ethnic minorities.",['care'],split_words,['care']
1685,1,"RESULTS: Of 1340 patients screened, 90 were included.",['Of'],duplication,['Of Of']
1558,1,"While some medications such as tricyclic antidepressants are also used to treat IBS-D symptoms, eluxadoline and rifaximin are the only two pharmacological therapies approved for the treatment of IBS-D in Canada.",['of'],spelling_errors,['of']
1449,1,"Moreover, it is very important to note that no vaccine, which is highly protective, safe and effective is available either for bovines or human beings.",['highly'],insert_determiner_verb_form_change,"['it', 'highly']"
457,1,These data indicate that emodin inhibits renal tubulointerstitial fibrosis in obstructed kidneys and this effect is mediated through EZH2.,['through'],punctuations,"[""through'""]"
940,1,"SECONDARY OUTCOMES: 90-day incidence of pulmonary embolism, symptomatic deep vein thrombosis, and major bleeding.",['and'],insert_determiner,"['a', 'and']"
1949,1,It has been suggested that cells in regenerating tissues communicate using EVs.,['cells'],insert_determiner_verb_form_change,"['an', 'cells']"
792,1,"Our purpose was to analyse subclinical changes in retinal vessels, with OCT-A, in patients with ATTRv amyloidosis.",['was'],insert_determiner_verb_form_change,"['from', 'be']"
463,1,The median and interquartile range of non-normally distributed data was used to indicate the central and discrete tendency.,['of'],insert_determiner,"['in', 'of']"
763,1,"In all cases, some accumulation in kidneys and liver could be detected.",['in'],punctuations,['in..']
1598,1,"BACKGROUND: Machine learning (ML) can distinguish cases with psychotic disorder from healthy controls based on magnetic resonance imaging (MRI) data, but it is not yet clear which MRI metrics are the most informative for case-control ML, or how ML algorithms relate to the underlying biology.",['but'],insert_determiner_verb_form_change,"['to', 'but']"
1398,1,"Parents reported that parental support, family involvement and child's interests and enjoyment appeared to be crucial facilitators of survivors' physical activity.",['family'],insert_determiner_verb_form_change,"['been', 'family']"
1459,1,"The global behaviors of the model are obtained from a geometric approach and theory of monotone dynamics, even though bistability is present due to backward bifurcation.",['due'],spelling_errors,['due']
309,1,RESULTS: A total of 64 articles were reviewed in depth and identified 37 clinical grading scales for prognostication of spontaneous intracerebral hemorrhage.,['in'],duplication,['in in']
819,1,"An article research was carried out at PubMed, EBSCOhost and B-On databases.",['out'],remove_words,[]
1772,1,"This study investigated the genetic diversity and population structure within and between two major Pakistani camel breeds, Marecha and Lassi.",['the'],insert_determiner_verb_form_change,"['it', 'the']"
964,1,"Specific techniques such as individually tailoring mesh and size, transfascial mesh straps fixation and transcutaneous defect closure will be discussed.",['as'],spelling_errors,['as']
128,1,"This was achieved using single and double-labeling immunohistochemistry, and double-labeling immunofluorescence and confocal microscopy.",['single'],verb_form_change_insert_determiner,"['was', 'singled']"
1009,1,"National and international CDH registries yielding ""big data"" may provide further answers on the utility of a CDH hernia sac as a new prognostic scoring tool.",['may'],duplication,['may may']
826,1,"To conduct performance comparisons, we also developed a fiber detector using the same fiber in which a Ce-doped Lu1.8Y0.2SiO5 (LYSO(Ce)) scintillator with dimensions of 0.32 mm x 0.5 mm x 5 mm was inserted.",['also'],split_words,['also']
1430,1,A drug index was devised to correct for medication use.,['for'],verb_form_change_insert_determiner,"['if', 'for']"
